Aluminum.Band,BirdSex,Age,Recapture,Mass,Tail,Wing.LEFT,Wing.RIGHT,Tarsus1,Tarsus2,Bill.Depth,Bill.Width,Bill.Length_culmen,Bill.Length_nares,Date.Banded_date,Year,OrdinalDay
2730-35936,M,U,No,8.76,49,NA,65,17.7,17.57,2.75,2.86,9.88,6.81,2015-05-17,2015,137
2730-35937,M,U,No,9.12,48,NA,65,19.08,18.92,2.78,3,9.66,6.9,2015-05-18,2015,138
2730-35938,M,U,No,9.2,48,NA,62,18.35,18.36,NA,NA,NA,NA,2015-05-25,2015,145
2730-35939,M,U,No,8.9,49,NA,65,18.84,18.8,NA,NA,NA,NA,2015-05-25,2015,145
2730-35940,M,U,No,9.05,46,NA,63,19.03,19.08,NA,NA,NA,NA,2015-05-26,2015,146
2730-35941,M,U,No,9.17,47,NA,67,19.16,19.07,NA,NA,NA,NA,2015-05-27,2015,147
2730-35942,M,U,No,9.11,50,NA,67,18.77,18.57,NA,NA,NA,NA,2015-05-27,2015,147
2730-35943,M,U,No,9.81,49,NA,64,19.14,19.09,NA,NA,NA,NA,2015-05-28,2015,148
2730-35944,M,U,No,9.01,48,NA,65,18.96,18.88,NA,NA,NA,NA,2015-05-28,2015,148
2730-35945,M,U,No,10.22,50,NA,67,19.16,19.19,NA,NA,NA,NA,2015-05-29,2015,149
2730-35946,F,U,Yes,9.98,46,NA,62,19.04,18.57,NA,NA,NA,NA,2015-06-02,2015,153
2730-35947,F,U,No,10.47,47,NA,62,19.34,19.27,NA,NA,NA,NA,2015-06-03,2015,154
2730-35948,F,U,No,10.58,46,NA,60,18.99,18.88,NA,NA,NA,NA,2015-06-03,2015,154
2730-35949,M,U,No,9.83,50,NA,64,19.14,19.07,NA,NA,NA,NA,2015-06-03,2015,154
2730-35950,F,U,No,10.39,47,NA,61,18.76,18.74,NA,NA,NA,NA,2015-06-04,2015,155
2730-35951,M,U,No,9.64,49,NA,64,19.4,19.5,NA,NA,NA,NA,2015-06-05,2015,156
2730-35952,F,U,No,10.34,47,NA,63,18.21,18.31,NA,NA,NA,NA,2015-06-05,2015,156
2730-35953,F,U,No,10.64,45,NA,63,18.17,17.99,NA,NA,NA,NA,2015-06-05,2015,156
2730-35954,M,U,No,9.84,50,NA,65,19.02,19.04,NA,NA,NA,NA,2015-06-06,2015,157
2730-35955,M,U,No,9.5,46,NA,64,18.86,18.74,NA,NA,NA,NA,2015-06-07,2015,158
2730-35956,F,U,No,10.01,46,NA,59,18.56,18.53,NA,NA,NA,NA,2015-06-07,2015,158
2730-35957,F,U,No,10.25,48,NA,63,18.31,18.22,NA,NA,NA,NA,2015-06-07,2015,158
2730-35958,F,U,No,9.99,47,NA,61,18.69,18.56,NA,NA,NA,NA,2015-06-08,2015,159
2730-35959,F,U,No,11.17,46,NA,63,19.17,19.19,NA,NA,NA,NA,2015-06-10,2015,161
2730-35960,F,U,No,11.31,48,NA,61,19.21,19.18,NA,NA,NA,NA,2015-06-10,2015,161
2730-35961,F,U,No,10.02,47,NA,61,18.01,17.55,NA,NA,NA,NA,2015-06-10,2015,161
2730-35962,F,U,No,10.56,NA,NA,60,18.46,18.42,NA,NA,NA,NA,2015-06-11,2015,162
2730-35963,F,U,No,10.24,48,NA,63,18.3,18.41,NA,NA,NA,NA,2015-06-12,2015,163
2730-35964,U,U,No,7.84,NA,NA,24,17.04,16.7,NA,NA,NA,NA,2015-06-12,2015,163
2730-35965,U,U,No,8.54,NA,NA,25,17.22,17.19,NA,NA,NA,NA,2015-06-12,2015,163
2730-35966,F,U,No,11.14,46,NA,60,18.83,18.85,NA,NA,NA,NA,2015-06-14,2015,165
2730-35967,U,U,No,5.66,NA,NA,17,13.75,13.72,NA,NA,NA,NA,2015-06-16,2015,167
2730-35968,M,U,No,9.57,49,NA,64,18.97,19.01,NA,NA,NA,NA,2015-06-16,2015,167
2730-35969,U,U,No,8.82,NA,NA,26,17.87,17.95,NA,NA,NA,NA,2015-06-17,2015,168
2730-35970,U,U,No,8.64,NA,NA,25,17.05,16.92,NA,NA,NA,NA,2015-06-17,2015,168
2730-35971,U,U,No,8.32,NA,NA,24,16.65,16.6,NA,NA,NA,NA,2015-06-19,2015,170
2730-35972,U,U,No,7.26,NA,NA,23,16.72,16.74,NA,NA,NA,NA,2015-06-19,2015,170
2730-35973,U,U,No,8.02,NA,NA,23,17.67,17.56,NA,NA,NA,NA,2015-06-19,2015,170
2730-35974,U,U,No,7.08,NA,NA,23,16.93,17,NA,NA,NA,NA,2015-06-19,2015,170
2730-35975,U,U,No,9.49,NA,NA,30,NA,NA,NA,NA,NA,NA,2015-06-20,2015,171
2730-35976,U,U,No,10.12,NA,NA,30,NA,NA,NA,NA,NA,NA,2015-06-20,2015,171
2730-35977,U,U,No,9.77,NA,NA,30,NA,NA,NA,NA,NA,NA,2015-06-20,2015,171
2730-35978,U,U,No,9.23,NA,NA,29,NA,NA,NA,NA,NA,NA,2015-06-20,2015,171
2730-35979,U,U,No,6.47,NA,NA,17,NA,15.4,NA,NA,NA,NA,2015-06-21,2015,172
2730-35980,U,U,No,6.34,NA,NA,18,NA,14.96,NA,NA,NA,NA,2015-06-21,2015,172
2730-35981,U,U,No,6.44,NA,NA,19,NA,15,NA,NA,NA,NA,2015-06-21,2015,172
2730-35982,U,U,No,9.01,NA,NA,27,NA,18.06,NA,NA,NA,NA,2015-06-21,2015,172
2730-35983,U,U,No,9.02,NA,NA,28,NA,17.58,NA,NA,NA,NA,2015-06-21,2015,172
2730-35984,U,U,No,8.61,NA,NA,29,NA,18.75,NA,NA,NA,NA,2015-06-21,2015,172
2730-35985,U,U,No,8.58,NA,NA,27,NA,18.25,NA,NA,NA,NA,2015-06-21,2015,172
2730-35986,U,U,No,7.73,NA,NA,24,NA,16.48,NA,NA,NA,NA,2015-06-21,2015,172
2730-35987,U,U,No,7.51,NA,NA,23,16.12,NA,NA,NA,NA,NA,2015-06-21,2015,172
2730-35988,U,U,No,7.29,NA,NA,22,NA,15.5,NA,NA,NA,NA,2015-06-21,2015,172
2730-35989,U,U,No,7.2,NA,NA,24,NA,16.3,NA,NA,NA,NA,2015-06-21,2015,172
2730-35990,U,U,No,7.32,NA,NA,23,NA,16.51,NA,NA,NA,NA,2015-06-22,2015,173
2730-35991,U,U,No,6.83,NA,NA,22,NA,15.73,NA,NA,NA,NA,2015-06-22,2015,173
2730-35992,U,U,No,7.67,NA,NA,23,NA,16.57,NA,NA,NA,NA,2015-06-22,2015,173
2730-35993,U,U,No,7.57,NA,NA,21,NA,16.23,NA,NA,NA,NA,2015-06-22,2015,173
2730-35994,U,U,No,7.61,NA,NA,24,NA,16.68,NA,NA,NA,NA,2015-06-22,2015,173
2730-35995,U,U,No,8.59,NA,NA,25,NA,16.72,NA,NA,NA,NA,2015-06-22,2015,173
2730-35996,U,U,No,8.48,NA,NA,24,NA,16.66,NA,NA,NA,NA,2015-06-22,2015,173
2730-35997,U,U,No,7.83,NA,NA,25,NA,16.28,NA,NA,NA,NA,2015-06-22,2015,173
2730-35998,U,U,No,8.05,NA,NA,24,NA,16.97,NA,NA,NA,NA,2015-06-22,2015,173
2730-35999,U,U,No,7.95,NA,NA,24,NA,16.72,NA,NA,NA,NA,2015-06-22,2015,173
2730-36000,U,U,No,8.26,NA,NA,23,NA,16.02,NA,NA,NA,NA,2015-06-22,2015,173
2730-36123,M,U,Yes,9.81,47,NA,66,18.83,18.93,NA,NA,NA,NA,2015-05-25,2015,145
2730-36177,M,U,Yes,9.88,46,NA,64,18.56,17.95,NA,NA,NA,NA,2015-06-30,2015,181
2730-36315,M,U,No,9.17,NA,NA,63.5,18.12,18.03,NA,NA,NA,NA,2015-05-15,2015,135
2730-36316,M,U,No,8.95,46,NA,63,18.27,18.47,NA,NA,NA,NA,2015-05-16,2015,136
2730-36317,M,U,No,9.55,49,NA,64,18.59,18.25,NA,NA,NA,NA,2015-05-17,2015,137
2730-36318,M,U,No,9.11,NA,NA,62.5,17.76,18.01,NA,NA,NA,NA,2015-05-22,2015,142
2730-36319,M,U,No,10.12,49,NA,65,17.72,17.54,NA,NA,NA,NA,2015-05-22,2015,142
2730-36320,M,U,No,8.79,46,NA,61.5,18.4,18.18,NA,NA,NA,NA,2015-05-24,2015,144
2730-36321,M,U,No,9.06,49,NA,62,17.5,17.7,NA,NA,NA,NA,2015-05-24,2015,144
2730-36322,M,U,Yes,9.42,49,NA,62,18.7,18.54,NA,NA,NA,NA,2015-06-25,2015,176
2730-36322,M,U,No,9.52,51,NA,63,18.43,18.06,NA,NA,NA,NA,2015-05-24,2015,144
2730-36323,M,U,No,9.74,50,NA,64,19.25,19.83,NA,NA,NA,NA,2015-05-25,2015,145
2730-36324,F,U,No,9.77,48,NA,61,18.37,18.27,NA,NA,NA,NA,2015-05-26,2015,146
2730-36325,M,U,No,10.15,48.5,NA,63,18.55,18.42,NA,NA,NA,NA,2015-05-26,2015,146
2730-36326,M,U,No,9.4,50,NA,63,18.59,18.59,NA,NA,NA,NA,2015-05-27,2015,147
2730-36327,M,U,No,9.19,48,NA,65,19.07,18.98,NA,NA,NA,NA,2015-05-27,2015,147
2730-36328,M,U,No,9.13,48,NA,63,18.49,18,NA,NA,NA,NA,2015-05-28,2015,148
2730-36329,M,U,No,10.22,48.5,NA,62,18.23,18.7,NA,NA,NA,NA,2015-05-28,2015,148
2730-36330,M,U,No,10.42,51,NA,65,19.2,19.4,NA,NA,NA,NA,2015-05-28,2015,148
2730-36331,F,U,No,11.09,47,NA,62,18.43,18.47,NA,NA,NA,NA,2015-06-03,2015,154
2730-36332,F,U,No,10.25,49,NA,61,18.54,18.38,NA,NA,NA,NA,2015-06-03,2015,154
2730-36333,M,U,No,9.45,46,NA,62.5,17.39,17.4,NA,NA,NA,NA,2015-06-05,2015,156
2730-36334,F,U,No,10.77,49,NA,60,18.35,18.5,NA,NA,NA,NA,2015-06-06,2015,157
2730-36335,F,U,No,10.33,48,NA,61,19.03,19.24,NA,NA,NA,NA,2015-06-06,2015,157
2730-36336,F,U,No,10.98,47,NA,59,18.19,17.91,NA,NA,NA,NA,2015-06-06,2015,157
2730-36337,F,U,No,10.53,45,NA,59.5,18.53,18.12,NA,NA,NA,NA,2015-06-07,2015,158
2730-36338,F,U,No,10.88,49,NA,61,18.15,18.03,NA,NA,NA,NA,2015-06-07,2015,158
2730-36339,F,U,No,10.79,49,NA,59,18.6,18.01,NA,NA,NA,NA,2015-06-07,2015,158
2730-36340,F,U,No,10.33,45,NA,59,17.82,17.88,NA,NA,NA,NA,2015-06-08,2015,159
2730-36341,M,U,Yes,9.36,49,NA,64.5,18.6,18.36,NA,NA,NA,NA,2015-06-08,2015,159
2730-36342,F,U,No,10.44,50,NA,60.5,19.1,19.18,NA,NA,NA,NA,2015-06-10,2015,161
2730-36343,F,U,No,10.53,46,NA,63,17.27,17.13,NA,NA,NA,NA,2015-06-10,2015,161
2730-36344,F,U,No,10.14,49,NA,61.5,18.94,18.61,NA,NA,NA,NA,2015-06-10,2015,161
2730-36345,F,U,No,10.85,49,NA,61,18.68,18.33,NA,NA,NA,NA,2015-06-10,2015,161
2730-36346,F,U,No,10.65,45,NA,59.5,18.59,18.4,NA,NA,NA,NA,2015-06-11,2015,162
2730-36347,F,U,No,10.5,48,NA,63,17.31,17.47,NA,NA,NA,NA,2015-06-11,2015,162
2730-36348,F,U,No,10.37,47,NA,59.5,18.06,18.14,NA,NA,NA,NA,2015-06-11,2015,162
2730-36349,U,U,No,8.78,NA,NA,22,NA,16.11,NA,NA,NA,NA,2015-06-11,2015,162
2730-36350,F,U,No,10.43,48,NA,61.5,17.79,17.6,NA,NA,NA,NA,2015-06-11,2015,162
2730-36351,F,U,No,10.21,48,NA,61,17.87,17.47,NA,NA,NA,NA,2015-06-12,2015,163
2730-36352,F,U,No,10.26,46,NA,NA,17.53,17.33,NA,NA,NA,NA,2015-06-12,2015,163
2730-36353,F,U,No,10.69,47,NA,60.5,17.56,17.18,NA,NA,NA,NA,2015-06-12,2015,163
2730-36354,U,U,No,7.87,NA,NA,NA,NA,16.19,NA,NA,NA,NA,2015-06-14,2015,165
2730-36355,U,U,No,7.46,NA,NA,NA,NA,15.01,NA,NA,NA,NA,2015-06-14,2015,165
2730-36356,U,U,No,8.29,NA,NA,NA,NA,16.86,NA,NA,NA,NA,2015-06-14,2015,165
2730-36357,U,U,No,7.48,NA,NA,NA,NA,16.22,NA,NA,NA,NA,2015-06-14,2015,165
2730-36358,M,U,No,9.97,47,NA,63,18.43,17.92,NA,NA,NA,NA,2015-06-14,2015,165
2730-36359,U,U,No,6.8,NA,NA,NA,NA,14.76,NA,NA,NA,NA,2015-06-14,2015,165
2730-36360,U,U,No,6.68,NA,NA,NA,NA,15.54,NA,NA,NA,NA,2015-06-14,2015,165
2730-36361,U,U,No,6.59,NA,NA,NA,NA,15.03,NA,NA,NA,NA,2015-06-14,2015,165
2730-36362,U,U,No,7.05,NA,NA,NA,NA,16.32,NA,NA,NA,NA,2015-06-14,2015,165
2730-36363,F,U,No,10.66,46,NA,59,18.25,18.27,NA,NA,NA,NA,2015-06-17,2015,168
2730-36364,U,U,No,10.02,NA,NA,NA,NA,18.59,NA,NA,NA,NA,2015-06-17,2015,168
2730-36365,U,U,No,9.36,NA,NA,NA,NA,17.77,NA,NA,NA,NA,2015-06-17,2015,168
2730-36366,U,U,No,9.47,NA,NA,NA,NA,17.34,NA,NA,NA,NA,2015-06-17,2015,168
2730-36367,U,U,No,9.2,NA,NA,NA,NA,17.17,NA,NA,NA,NA,2015-06-17,2015,168
2730-36368,U,U,No,8.75,NA,NA,NA,NA,16.1,NA,NA,NA,NA,2015-06-17,2015,168
2730-36369,U,U,No,8.6,NA,NA,NA,NA,16.64,NA,NA,NA,NA,2015-06-17,2015,168
2730-36370,U,U,No,8.72,NA,NA,NA,NA,16.22,NA,NA,NA,NA,2015-06-17,2015,168
2730-36371,U,U,No,8.09,NA,NA,NA,NA,16.03,NA,NA,NA,NA,2015-06-17,2015,168
2730-36372,M,U,No,9.52,51,NA,65.5,18.14,17.74,NA,NA,NA,NA,2015-06-18,2015,169
2730-36373,U,U,No,7.74,NA,NA,NA,NA,17.44,NA,NA,NA,NA,2015-06-18,2015,169
2730-36374,U,U,No,7.05,NA,NA,NA,NA,18.51,NA,NA,NA,NA,2015-06-18,2015,169
2730-36375,U,U,No,7.83,NA,NA,NA,NA,16.06,NA,NA,NA,NA,2015-06-18,2015,169
2730-36376,U,U,No,7.28,NA,NA,NA,NA,18.77,NA,NA,NA,NA,2015-06-18,2015,169
2730-36377,U,U,No,8.75,NA,NA,NA,NA,15.57,NA,NA,NA,NA,2015-06-18,2015,169
2730-36378,U,U,No,7.71,NA,NA,NA,NA,14.21,NA,NA,NA,NA,2015-06-18,2015,169
2730-36379,U,U,No,6.39,NA,NA,NA,NA,13.77,NA,NA,NA,NA,2015-06-18,2015,169
2730-36380,U,U,No,12.66,NA,NA,NA,NA,18.92,NA,NA,NA,NA,2015-06-18,2015,169
2730-36381,U,U,No,10.64,NA,NA,NA,NA,19.22,NA,NA,NA,NA,2015-06-18,2015,169
2730-36382,U,U,No,10.4,NA,NA,NA,NA,18.43,NA,NA,NA,NA,2015-06-18,2015,169
2730-36383,U,U,No,10.5,NA,NA,NA,NA,19.73,NA,NA,NA,NA,2015-06-18,2015,169
2730-36384,U,U,No,6.19,NA,NA,18.5,NA,14.09,NA,NA,NA,NA,2015-06-19,2015,170
2730-36385,U,U,No,7.23,NA,NA,NA,NA,14.33,NA,NA,NA,NA,2015-06-19,2015,170
2730-36386,U,U,No,7.49,NA,NA,NA,NA,15.03,NA,NA,NA,NA,2015-06-19,2015,170
2730-36387,U,U,No,7.18,NA,NA,NA,NA,15.02,NA,NA,NA,NA,2015-06-19,2015,170
2730-36388,U,U,No,7.05,NA,NA,22.5,NA,15.08,NA,NA,NA,NA,2015-06-20,2015,171
2730-36389,U,U,No,6.51,NA,NA,18,NA,13.27,NA,NA,NA,NA,2015-06-20,2015,171
2730-36390,U,U,No,8.12,NA,NA,NA,NA,15.25,NA,NA,NA,NA,2015-06-20,2015,171
2730-36391,U,U,No,8.12,NA,NA,NA,NA,15.87,NA,NA,NA,NA,2015-06-20,2015,171
2730-36392,U,U,No,8.37,NA,NA,NA,NA,16.77,NA,NA,NA,NA,2015-06-20,2015,171
2730-36393,U,U,No,7.08,NA,NA,NA,NA,15.45,NA,NA,NA,NA,2015-06-20,2015,171
2730-36394,U,U,No,8.1,NA,NA,22.5,NA,15.9,NA,NA,NA,NA,2015-06-20,2015,171
2730-36395,U,U,No,7.37,NA,NA,21,NA,15.04,NA,NA,NA,NA,2015-06-20,2015,171
2730-36396,M,U,No,9.91,50,NA,64.5,18.46,18.33,NA,NA,NA,NA,2015-06-20,2015,171
2730-36397,U,U,No,7.88,NA,NA,24.5,NA,16.1,NA,NA,NA,NA,2015-06-20,2015,171
2730-36398,U,U,No,8.46,NA,NA,23.5,NA,16.92,NA,NA,NA,NA,2015-06-20,2015,171
2730-36399,U,U,No,8.51,NA,NA,NA,NA,15.99,NA,NA,NA,NA,2015-06-21,2015,172
2730-36400,U,U,No,7.11,NA,NA,NA,NA,15.56,NA,NA,NA,NA,2015-06-21,2015,172
2750-68401,U,U,No,NA,NA,NA,24,NA,16.62,NA,NA,NA,NA,2015-06-19,2015,170
2750-68402,U,U,No,NA,NA,NA,23.5,NA,17.01,NA,NA,NA,NA,2015-06-19,2015,170
2750-68403,U,U,No,7.99,NA,NA,23,15.88,15.94,NA,NA,NA,NA,2015-06-20,2015,171
2750-68404,U,U,No,8.53,NA,NA,24,16.19,16.2,NA,NA,NA,NA,2015-06-20,2015,171
2750-68405,U,U,No,7.28,NA,NA,22,15.45,15.48,NA,NA,NA,NA,2015-06-20,2015,171
2750-68406,U,U,No,8.04,NA,NA,25,NA,16.46,NA,NA,NA,NA,2015-06-21,2015,172
2750-68407,U,U,No,8.34,NA,NA,24,NA,16.41,NA,NA,NA,NA,2015-06-21,2015,172
2750-68408,U,U,No,8.03,NA,NA,25,NA,16.9,NA,NA,NA,NA,2015-06-21,2015,172
2750-68409,U,U,No,8.56,NA,NA,24,NA,16.82,NA,NA,NA,NA,2015-06-21,2015,172
2750-68410,U,U,No,8.3,NA,NA,23,16.55,16.6,NA,NA,NA,NA,2015-06-23,2015,174
2750-68411,U,U,No,7.41,NA,NA,22,15.35,15.41,NA,NA,NA,NA,2015-06-23,2015,174
2750-68412,U,U,No,9.41,NA,NA,NA,NA,16.39,NA,NA,NA,NA,2015-06-25,2015,176
2750-68413,U,U,No,7.99,NA,NA,NA,NA,16.34,NA,NA,NA,NA,2015-06-25,2015,176
2750-68414,U,U,No,8.8,NA,NA,NA,NA,16.73,NA,NA,NA,NA,2015-06-25,2015,176
2750-68415,U,U,No,8.23,NA,NA,NA,NA,16.14,NA,NA,NA,NA,2015-06-25,2015,176
2750-68416,U,U,No,8.32,NA,NA,23,NA,15.61,NA,NA,NA,NA,2015-06-26,2015,177
2750-68417,U,U,No,8.47,NA,NA,25,NA,16.26,NA,NA,NA,NA,2015-06-26,2015,177
2750-68418,U,U,No,NA,NA,NA,23,NA,16.03,NA,NA,NA,NA,2015-06-26,2015,177
2750-68419,U,U,No,NA,NA,NA,23,NA,16.05,NA,NA,NA,NA,2015-06-26,2015,177
2750-68420,U,U,No,8.21,NA,NA,26,NA,16.91,NA,NA,NA,NA,2015-06-26,2015,177
2750-68421,U,U,No,6.5,NA,NA,22,NA,16.07,NA,NA,NA,NA,2015-06-27,2015,178
2750-68422,U,U,No,7.47,NA,NA,22,NA,16.22,NA,NA,NA,NA,2015-06-27,2015,178
2750-68423,U,U,No,8.35,NA,NA,23,NA,16.43,NA,NA,NA,NA,2015-06-27,2015,178
2750-68424,U,U,No,6.81,NA,NA,21,NA,15.98,NA,NA,NA,NA,2015-06-27,2015,178
2750-68425,U,U,No,5.36,NA,NA,NA,NA,17.93,NA,NA,NA,NA,2015-07-05,2015,186
2750-68426,U,U,No,7.62,NA,NA,NA,NA,16.49,NA,NA,NA,NA,2015-07-09,2015,190
2750-68427,U,U,No,7.57,NA,NA,NA,NA,16.51,NA,NA,NA,NA,2015-07-09,2015,190
2750-68428,U,U,No,7.51,NA,NA,NA,NA,16.16,NA,NA,NA,NA,2015-07-09,2015,190
2750-68429,U,U,No,6.3,NA,NA,NA,NA,15.48,NA,NA,NA,NA,2015-07-09,2015,190
2750-68430,U,U,No,8.2,NA,NA,NA,NA,16.7,NA,NA,NA,NA,2015-07-11,2015,192
2750-68431,U,U,No,8.17,NA,NA,NA,NA,16.88,NA,NA,NA,NA,2015-07-11,2015,192
2750-68432,U,U,No,8.15,NA,NA,NA,NA,16.01,NA,NA,NA,NA,2015-07-17,2015,198
2750-68433,U,U,No,6.53,NA,NA,NA,NA,14.95,NA,NA,NA,NA,2015-07-17,2015,198
2750-68434,U,U,No,7.36,NA,NA,NA,NA,14.74,NA,NA,NA,NA,2015-07-17,2015,198
2750-68435,U,U,No,7.42,NA,NA,NA,NA,16.31,NA,NA,NA,NA,2015-07-17,2015,198
2750-68436,U,U,No,9.44,NA,NA,NA,NA,17.73,NA,NA,NA,NA,2015-07-20,2015,201
2750-68437,U,U,No,9.09,NA,NA,NA,NA,17.57,NA,NA,NA,NA,2015-07-20,2015,201
2750-68438,U,U,No,8.02,NA,NA,NA,NA,16.7,NA,NA,NA,NA,2015-07-21,2015,202
2750-68439,U,U,No,7.69,NA,NA,NA,NA,16.17,NA,NA,NA,NA,2015-07-21,2015,202
2750-68440,U,U,No,8.43,NA,NA,NA,NA,17.3,NA,NA,NA,NA,2015-07-27,2015,208
2750-68441,U,U,No,7.09,NA,NA,NA,NA,16.46,NA,NA,NA,NA,2015-07-27,2015,208
2750-68442,U,U,No,7.64,NA,NA,NA,NA,16.99,NA,NA,NA,NA,2015-07-27,2015,208
2750-68443,U,U,No,6.87,NA,NA,NA,NA,14.81,NA,NA,NA,NA,2015-07-28,2015,209
2750-68444,U,U,No,4.16,NA,NA,NA,NA,12.49,NA,NA,NA,NA,2015-07-28,2015,209
2750-68445,U,U,No,7.1,NA,NA,NA,NA,15.87,NA,NA,NA,NA,2015-07-28,2015,209
2750-68446,U,U,No,7.55,NA,NA,NA,NA,15.99,NA,NA,NA,NA,2015-07-28,2015,209
2750-68447,U,U,No,8.49,NA,NA,NA,NA,16.76,NA,NA,NA,NA,2015-07-29,2015,210
2750-68448,U,U,No,9.1,NA,NA,NA,NA,15.49,NA,NA,NA,NA,2015-07-29,2015,210
2750-68449,U,U,No,8.28,NA,NA,NA,NA,15.72,NA,NA,NA,NA,2015-07-31,2015,212
2750-68450,U,U,No,7.57,NA,NA,NA,NA,16.03,NA,NA,NA,NA,2015-07-31,2015,212
2750-68451,U,U,No,8.04,NA,NA,NA,NA,16.62,NA,NA,NA,NA,2015-07-31,2015,212
2750-68452,U,U,No,8.63,NA,NA,NA,NA,15.65,NA,NA,NA,NA,2015-07-31,2015,212
2750-68453,U,U,No,7.98,NA,NA,NA,NA,15.63,NA,NA,NA,NA,2015-07-31,2015,212
2750-68454,U,U,No,7.55,NA,NA,NA,NA,14.97,NA,NA,NA,NA,2015-07-31,2015,212
2750-68455,U,U,No,7.18,NA,NA,NA,NA,13.87,NA,NA,NA,NA,2015-08-06,2015,218
2750-68456,U,U,No,7.81,NA,NA,NA,NA,15.11,NA,NA,NA,NA,2015-08-06,2015,218
2750-68457,U,U,No,6.56,NA,NA,NA,NA,13.96,NA,NA,NA,NA,2015-08-06,2015,218
2750-68458,U,U,No,6.64,NA,NA,NA,NA,14.41,NA,NA,NA,NA,2015-08-06,2015,218
2750-68459,U,U,No,5.11,NA,NA,NA,NA,12.35,NA,NA,NA,NA,2015-08-06,2015,218
2750-68460,F,U,No,NA,48,NA,59,17.67,17.72,NA,NA,NA,NA,2015-08-08,2015,220
2750-68501,U,U,No,8.44,NA,NA,NA,NA,16.13,NA,NA,NA,NA,2015-06-21,2015,172
2750-68502,U,U,No,8.39,NA,NA,NA,NA,16.36,NA,NA,NA,NA,2015-06-21,2015,172
2750-68503,U,U,No,6.79,NA,NA,NA,NA,16.44,NA,NA,NA,NA,2015-06-21,2015,172
2750-68504,U,U,No,7.73,NA,NA,NA,NA,16.51,NA,NA,NA,NA,2015-06-21,2015,172
2750-68505,U,U,No,7.46,NA,NA,NA,NA,16.94,NA,NA,NA,NA,2015-06-21,2015,172
2750-68506,U,U,No,6.99,NA,NA,NA,NA,15.96,NA,NA,NA,NA,2015-06-21,2015,172
2750-68507,U,U,No,9.1,NA,NA,NA,NA,18.89,NA,NA,NA,NA,2015-06-21,2015,172
2750-68508,U,U,No,8.95,NA,NA,NA,NA,17.24,NA,NA,NA,NA,2015-06-21,2015,172
2750-68509,U,U,No,9.33,NA,NA,NA,NA,17.63,NA,NA,NA,NA,2015-06-21,2015,172
2750-68510,U,U,No,8.99,NA,NA,26.5,NA,17.02,NA,NA,NA,NA,2015-06-22,2015,173
2750-68511,U,U,No,7.61,NA,NA,22,NA,16.56,NA,NA,NA,NA,2015-06-22,2015,173
2750-68512,U,U,No,7.24,NA,NA,21,NA,15.66,NA,NA,NA,NA,2015-06-22,2015,173
2750-68513,U,U,No,7.95,NA,NA,26,NA,17.49,NA,NA,NA,NA,2015-06-22,2015,173
2750-68514,U,U,No,7.65,NA,NA,23,NA,16.19,NA,NA,NA,NA,2015-06-22,2015,173
2750-68515,U,U,No,8.31,NA,NA,25,NA,16.29,NA,NA,NA,NA,2015-06-22,2015,173
2750-68516,U,U,No,8.47,NA,NA,26.5,NA,17.52,NA,NA,NA,NA,2015-06-22,2015,173
2750-68517,F,U,No,9.87,49,NA,62.5,19.83,19.47,NA,NA,NA,NA,2015-06-22,2015,173
2750-68518,U,U,No,8.67,NA,NA,NA,NA,17.98,NA,NA,NA,NA,2015-06-23,2015,174
2750-68519,U,U,No,7.49,NA,NA,NA,NA,16.44,NA,NA,NA,NA,2015-06-23,2015,174
2750-68520,U,U,No,7.81,NA,NA,NA,NA,17.28,NA,NA,NA,NA,2015-06-23,2015,174
2750-68521,U,U,No,8.09,NA,NA,NA,NA,17.18,NA,NA,NA,NA,2015-06-23,2015,174
2750-68522,U,U,No,7.09,NA,NA,22.5,NA,15.04,NA,NA,NA,NA,2015-06-23,2015,174
2750-68523,F,U,No,9.88,46,NA,60,18.74,18.79,NA,NA,NA,NA,2015-06-25,2015,176
2750-68524,F,U,No,NA,44,NA,59.5,18.94,18.82,NA,NA,NA,NA,2015-06-25,2015,176
2750-68525,F,U,No,10.52,45,NA,59.5,17.98,18,NA,NA,NA,NA,2015-06-26,2015,177
2750-68526,U,U,No,7.04,NA,NA,NA,NA,15.47,NA,NA,NA,NA,2015-06-29,2015,180
2750-68527,U,U,No,8.15,NA,NA,NA,NA,17.46,NA,NA,NA,NA,2015-06-29,2015,180
2750-68528,U,U,No,7.2,NA,NA,NA,NA,17.11,NA,NA,NA,NA,2015-06-29,2015,180
2750-68529,U,U,No,7.54,NA,NA,NA,NA,15.53,NA,NA,NA,NA,2015-06-29,2015,180
2750-68530,M,U,No,9.81,49,NA,62,18.47,18.68,NA,NA,NA,NA,2015-06-30,2015,181
2750-68531,F,U,No,10.84,48,NA,59,17.1,17.01,NA,NA,NA,NA,2015-06-30,2015,181
2750-68532,F,U,No,NA,46,NA,62,17.35,18.32,NA,NA,NA,NA,2015-07-02,2015,183
2750-68533,U,U,No,6.85,NA,NA,NA,NA,15.45,NA,NA,NA,NA,2015-07-02,2015,183
2750-68534,U,U,No,7.58,NA,NA,NA,NA,16.8,NA,NA,NA,NA,2015-07-02,2015,183
2750-68535,U,U,No,8.05,NA,NA,NA,NA,16.55,NA,NA,NA,NA,2015-07-02,2015,183
